company,country_iso,year,capital_expenditures_usd_million,operational_expenditures_usd_million,total_revenue_usd_million,oil_gas_&product_sales_usd_million,net_income_from_all_revenues_usd_million,total_assets_usd_million,current_assets_usd_million,total_liabilities_usd_million,total_transfers_to_government_usd_million,royalties_usd_million,income_tax_usd_million
PetroChina,CHN,2011-01-01,44013.41827,260763.7676,310948.081,309822.9485,50184.31336,296772.8046,55961.02518,129233.9237,56400.709,,5920.642107
PetroChina,CHN,2012-01-01,55845.59776,296373.7894,348634.6586,347441.9141,52260.86917,343596.5846,62228.18263,156542.4427,54339.49847000001,,5733.379559
PetroChina,CHN,2013-01-01,51437.77117,312090.1255,365492.4665,364131.0513,53402.34101,378018.294,69556.13436,173049.8415,55230.52722,,5776.371188
PetroChina,CHN,2014-01-01,47486.30742,315869.1003,372686.9964,371226.7382,56817.89609,391551.8524,63695.31991000001,177049.5106,52732.07054,,6141.678973
PetroChina,CHN,2015-01-01,32475.04903,236116.2063,278921.9044,276778.6648,42805.69809,384399.5751,56097.09119,168576.7819,38152.29741,,2525.255496
PetroChina,CHN,2016-01-01,25944.25091,176106.0884,245650.9062,243117.6748,69544.8178,360698.171,57440.93212000001,154100.296,32543.11408,,2373.098444
PetroChina,CHN,2017-01-01,31992.13424,223713.6841,299908.4852,298056.369,76194.80118,355777.3539,62905.37156,151402.5863,35230.008630000004,,2411.094912
Petroci,CIV,2011-01-01,,299.4429898,469.7773232,446.1180698,143.9242997,2039.71841,1383.006706,1764.81416,73.2877377,,70.3483446
Petroci,CIV,2012-01-01,,315.3035141000001,459.10586039999987,430.6940504,139.48523980000002,2095.154057,715.5133867000003,1785.062803,57.74423714,,54.68661318
Petroci,CIV,2013-01-01,,391.8326154,539.3834098,509.5619402,130.2505771,2223.333974,857.5479068,1874.884483,74.91498096,,71.87878979
Petroci,CIV,2014-01-01,,,,,,,,,,,
Petroci,CIV,2015-01-01,,,,,,,,,,,
Petroci,CIV,2016-01-01,,,,,,,,,,,
Petroci,CIV,2017-01-01,,,,,,,,,,,
Petroecuador,ECU,2011-01-01,,,,,,7850,3485,3780,,,
Petroecuador,ECU,2012-01-01,,9670.530283,15616.0156,15616,5945.485317000002,8620,3504,3748,112.777,0,9.7
Petroecuador,ECU,2013-01-01,,,16465.49,16334.49,6230.05,6883,3656,3702,,,
Petroecuador,ECU,2014-01-01,,10739.12,15907.02,15767.02,5167.9,9311,3540,5250,,,
Petroecuador,ECU,2015-01-01,,8209,9230,9173,917,7624,2794,4002,,,
Petroecuador,ECU,2016-01-01,,6416.739918,,7298.022743,,6283.569418,2588.364453,4640.334414,,,
Petroecuador,ECU,2017-01-01,4854.903611,1028.33,,8527.289944,,11582.75379,4030.762281,3717.36913,,,
PetroleumBrunei,BRN,2011-01-01,,,,,,,,,,,
PetroleumBrunei,BRN,2012-01-01,,,,,,,,,,,
PetroleumBrunei,BRN,2013-01-01,,,,,,,,,,,
PetroleumBrunei,BRN,2014-01-01,,,,,,,,,,,
PetroleumBrunei,BRN,2015-01-01,,,,,,,,,,,
PetroleumBrunei,BRN,2016-01-01,,,,,,,,,,,
PetroleumBrunei,BRN,2017-01-01,,,,,,,,,,,
Petronas,MYS,2011-01-01,11405.21754,53122.82355,83153.18617,78832.60218,30030.362610000004,143461.9504,61607.78253,46758.12393,21470.56711,0,8202.606309
Petronas,MYS,2012-01-01,14763.01062,67823.08379,97306.69376,94284.48533,29483.60996,158363.3977,60965.08261000001,48621.13373,26547.5191,0,12399.63392
Petronas,MYS,2013-01-01,17963.0729,72191.24147000001,102535.8226,100705.5568,30344.58109,167780.1788,63012.30164,49622.19548,23929.60595,0,10568.38035
Petronas,MYS,2014-01-01,19738.08993,78555.45912,102574.2091,100568.9292,22013.47005,164225.4914,58669.79183,44474.25532,23618.48841,0,9930.153602
Petronas,MYS,2015-01-01,16555.62557,54594.79852999999,64573.54577,63412.3629,9978.747248,151557.2808,48005.3738,45129.94191,13493.7899,0,4071.181393
Petronas,MYS,2016-01-01,12141.11611,37755.70112,48965.8336,47021.90508,11210.13248,145468.4819,46100.08183,43329.54976,8111.273201999998,0,2446.302914
Petronas,MYS,2017-01-01,10347.54372,37820.30834,53559.15976,51999.78476,15738.85142,139485.6986,46161.77868,38836.71576,10332.42899,0,4449.311255
PetroSA,ZAF,2011-01-01,27.14053352,1481.5992609999994,1490.863794,1455.060286,69.01885145,3283.045752,2191.369846,1052.484635,0,0,0
PetroSA,ZAF,2012-01-01,73.22975609,1658.451283,1769.484472,1759.32475,156.7020604,3226.173473,2295.711574,1031.515757,0.596591805,0,0.596591805
PetroSA,ZAF,2013-01-01,360.9677639,1930.362793,1995.335279,1955.536546,55.80278314,3700.5386340000014,1695.196059,1631.3055960000006,0.039668335,0,0.039668335
PetroSA,ZAF,2014-01-01,486.64909400000016,2174.159389,2060.689004,1953.373888,-153.2617514,3138.180308,1263.678914,1436.071743,5.540487268,0,5.540487268
PetroSA,ZAF,2015-01-01,453.19275210000006,2567.637391,1427.312772,1414.588038,-1210.776604,1554.26471,760.8483100999997,1230.023906,0.000235129,0.000235129,0
PetroSA,ZAF,2016-01-01,140.74485149999995,1074.115429,1077.2465109999996,1069.617145,-10.29361016,1422.209817,534.1336396,1103.065073,0.285527607,0,0.285527607
PetroSA,ZAF,2017-01-01,55.20309465,871.8330981,795.9284492,776.7551186000003,-87.39441271,1286.841475,461.8167035,1139.10814,0.155244782,0,0.155244782
Petrotrin,TTO,2011-01-01,486.5950504,5006.3218240000015,5645.445371,5628.666785,639.1235469,6268.736769,2340.345334,4401.583464,463.9574794,46.66437319,372.8186755
Petrotrin,TTO,2012-01-01,327.0017002,5456.029847999999,5762.44054,5735.233571,306.4106921,7119.061542,2740.090165,5192.199236,225.3052136,48.03127293,147.18778909999997
Petrotrin,TTO,2013-01-01,277.4887223,4849.34645,4865.674411,4842.009072999998,16.32796076,7150.041723,2648.024734,5210.515603,74.93260441,48.14028262,0
Petrotrin,TTO,2014-01-01,265.5568551,4505.627534,4472.7002619999985,4448.745864,-32.92727193,7082.789846,2067.905667,5189.48466,70.10163363,51.66283567,0
Petrotrin,TTO,2015-01-01,207.2559921,3244.885501,3047.207801,3025.402036,-197.6776999,5853.058946,1024.910982,4135.6055259999985,54.03891059,37.72468845,0
Petrotrin,TTO,2016-01-01,175.66799450000005,2645.33246,2479.476781,2445.546337,-165.85567980000005,6565.172266,807.2716912999997,5611.96972,590.4787348,96.77481269,463.89285700000005
Petrotrin,TTO,2017-01-01,75.12709224,3074.837986,2917.340227,2902.522374,-157.4977598,5986.780195,786.0373699,5404.920551,265.3889469,125.6210428,64.38312419
PetroVietnam,VNM,2011-01-01,1958.460586,13694.45644,16187.6038,,2493.147357,28162.26751,12474.39681,13984.45335,1542.945331,60.82424213,330.9630785
PetroVietnam,VNM,2012-01-01,1385.4236119999994,15020.55368,17869.25125,,2848.697571,30300.12003,13236.16147,13655.660269999995,862.0060494999999,43.63779528,167.4930382
PetroVietnam,VNM,2013-01-01,604.6429115,15431.4546,19399.89264,,3968.43804,33894.69102,15656.54567,15439.588630000002,829.1711418,,
PetroVietnam,VNM,2014-01-01,,,,,,,,,,,
PetroVietnam,VNM,2015-01-01,,,,,,,,,,,
PetroVietnam,VNM,2016-01-01,,,,,,,,,,,
PetroVietnam,VNM,2017-01-01,,,,,,,,,,,
PNOC,PHL,2011-01-01,1.270614989,7.8655005660000015,129.1294142,,121.2639137,1000.068909,,126.0884473,12.7703621,,1.3654431930000002
PNOC,PHL,2012-01-01,1.202926494,7.523066287000001,48.21354748,,40.69048119,963.9569139,,128.53946820000002,84.39577711,,1.14285213
PNOC,PHL,2013-01-01,0.464758189,5.773149882999999,23.98330979,,18.2101599,956.7214405,,126.8268864,13.15289825,,1.111447947
PNOC,PHL,2014-01-01,0.5590700239999999,4.979042273,100.0083967,,95.02935440000002,955.1820475,,103.5483653,2.854247361,,0.27477523600000003
PNOC,PHL,2015-01-01,0.391316235,5.565858027999999,45.27776767,,39.71190964,883.5097391,,79.49917791,68.20888931,,0.424644177
PNOC,PHL,2016-01-01,0.224756333,5.789458509,26.58979757,,20.80033906,853.4816705000003,64.61282538,73.41572502,6.090441904,,0.16941635300000002
PNOC,PHL,2017-01-01,0.15436533300000002,4.899617469,11.34297235,,6.443354882,806.8084845,60.61951018,70.54211389,3.426693004,,0.502425379
PTT,THA,2011-01-01,3645.3254,75030.95921,80175.87332,78121.4621,5144.914117,45938.57982,12499.48585,24863.23644,3788.644314,711.2744219,1379.838872
PTT,THA,2012-01-01,4128.924863,85340.25929,90435.40622,88328.52341000002,5095.146933,52564.35422,15202.15103,29035.36695,3587.085152,830.6490319000003,1312.046509
PTT,THA,2013-01-01,4286.2326,87898.75763,92964.87064,91039.79674,5066.113002,73068.5841,24586.5505,39869.89569,4020.583087,887.2362029999997,1491.327528
PTT,THA,2014-01-01,6684.2418119999975,76373.33123,81437.4482,78339.78284,5064.116969,69284.5729,21679.23033,36812.29428,3615.938296,662.4261207999998,1668.959931
PTT,THA,2015-01-01,4883.873913,55417.30165,60082.7132,57658.39572000001,4665.411549,63478.5731,19846.64286,31719.16022,2077.974279,443.878351,1230.364099
PTT,THA,2016-01-01,3202.393824,43997.74371,48971.8357,53206.41444,4974.091989000001,63245.3207,21010.18869,30052.202910000004,1516.6901369999994,384.470953,867.1887671000003
PTT,THA,2017-01-01,3584.863799,52532.34211000001,59634.70386,62209.7158,7102.361752,65772.73377,23045.80782,28985.38282,1989.229016,408.8806874,1000.522169
Qatar Petroleum,QAT,2011-01-01,,10061.64945,79444.83159,79444.83159,,67237.14945,21651.85797,5816.0203299999985,55030.30604,17053.57198,26492.39341
Qatar Petroleum,QAT,2012-01-01,2815.683516,29666.6033,49700.19148,42343.09533,,101865.2538,52176.10467,8178.671154000002,50410.1967,20335.7772,30074.419510000003
Qatar Petroleum,QAT,2013-01-01,2499.970879,29569.37005,49669.25055,41810.99368,,108929.3044,54678.26566000001,9752.016484,41059.93352,,14185.7228
Qatar Petroleum,QAT,2014-01-01,2899.674725,29502.48324,46335.48709,38151.76099,,110030.6703,49692.0717,10822.50769,42326.22665,,11655.96621
Qatar Petroleum,QAT,2015-01-01,,,,,,,,,,,
Qatar Petroleum,QAT,2016-01-01,,,,,,,,,,,
Qatar Petroleum,QAT,2017-01-01,,,,,,,,,,,
Rosneft,RUS,2011-01-01,13307.31255,26138.14843,94036.07307,90428.46404,72832.86151,117859.9063,28520.53175,46252.27047,47646.7228,,3063.064269
Rosneft,RUS,2012-01-01,15337.30826,29118.18777,103761.9163,98055.01092,79702.12197000001,128762.053,30771.893310000003,53469.8125,56289.61613,,3372.26228
Rosneft,RUS,2013-01-01,17589.51765,42120.6128,155384.5425,145239.16,123723.4108,236547.6025,50538.45339,137009.7786,80129.37542000001,,2544.198089
Rosneft,RUS,2014-01-01,13888.09013,40856.52032,145837.9746,141747.1113,115664.6006,227629.1846,55526.30408,152560.5398,80790.71264,,3335.226148
Rosneft,RUS,2015-01-01,9764.078512,29374.28662,86645.94041,83216.20527,63474.71544,158161.6617,41911.69163,110096.1391,38013.32601,,1706.662463
Rosneft,RUS,2016-01-01,10573.26272,28185.4253,75355.00214,72879.45685,53104.92037,165786.9699,34299.72391,109386.2934,31753.34223,,1700.073272
Rosneft,RUS,2017-01-01,17002.9546,38170.94748,103885.9958,100732.222,73925.14436,209571.6995,39285.05237,137874.765,46392.7159,,1679.7273699999994
Saudi Aramco,SAU,2011-01-01,,,,,,,,,,,
Saudi Aramco,SAU,2012-01-01,,,,,,,,,,,
Saudi Aramco,SAU,2013-01-01,,,,,,,,,,,
Saudi Aramco,SAU,2014-01-01,,,,,,,,,,,
Saudi Aramco,SAU,2015-01-01,,,,,,,,,,,
Saudi Aramco,SAU,2016-01-01,27558.93333,53039,161995.2,160910.1333,108334.1333,250854.1333,40481.06667,54761.86667,94018.4,27007.2,64011.2
Saudi Aramco,SAU,2017-01-01,32521.33333,71160,264594.1333,263214.9333,192621.6,294014.1333,67520.8,73663.73332999999,133822.6667,37662.13333,46067.46667
SHT,TCD,2011-01-01,,,,0,,,,,1.96,,
SHT,TCD,2012-01-01,,,385.788,287.888,,,,,353.885,,
SHT,TCD,2013-01-01,,,378.5,377,,,,,378.4041228,,
SHT,TCD,2014-01-01,,,444,444,,,,,447.113308,,
SHT,TCD,2015-01-01,,,527.754226,527.754226,,,,,525,,
SHT,TCD,2016-01-01,,,376.6,376.6,,,,,377,,
SHT,TCD,2017-01-01,,,,,,,,,,,
Sinopec Corp,CHN,2011-01-01,21306.6353,371456.6843,387788.9031,381301.8256,16332.21878,175993.9343,53046.04991,98612.98672,36513.06156,25815.83199,4042.429209
Sinopec Corp,CHN,2012-01-01,26767.91681,425735.3143,441365.352,433059.8647,15630.03769,199283.535,57825.68981,112463.6516,36751.36362,26293.4488,3777.684202
Sinopec Corp,CHN,2013-01-01,29879.47393,449263.1643,464884.3352,457288.1707,15621.1709,223203.6698,60204.09112000001,122872.7716,38110.90972,26821.89826,3996.766597
Sinopec Corp,CHN,2014-01-01,25171.58931,448027.4318,459989.3083,452782.7526,11961.87651,236247.0204,58622.58705,131162.9599,36729.39866,27045.13428,2860.1267190000012
Sinopec Corp,CHN,2015-01-01,18024.76181,315031.4843,324188.9477,317369.0237,9157.463465,231735.3071,53377.05413,105806.6959,42056.71431,32695.84429,2025.375021
Sinopec Corp,CHN,2016-01-01,11506.69804,278986.2571,290603.8743,282970.3173,11617.61721,225542.0273,62045.65815,97631.59975,38695.116,29755.08461,910.681043
Sinopec Corp,CHN,2017-01-01,14704.48311,338630.85299999994,349205.2856,340368.895,10574.43258,236064.7752,78276.10162999999,112635.6837,35930.87734,29258.05085,1925.650484
Sinopec Group,CHN,2011-01-01,,378432.0414,394949.5124,,16517.47099,270632.5878,74539.02077,159150.2213,5721.925449,,5721.925449
Sinopec Group,CHN,2012-01-01,,433291.6332,448425.1825,,15133.54929,308614.5888,76308.08026,183210.5549,5524.26511,,5524.26511
Sinopec Group,CHN,2013-01-01,,457871.9572,475337.293,,17465.33579,344900.9598,83042.13484,199151.2469,5995.553397,,5995.553397
Sinopec Group,CHN,2014-01-01,,459467.9387,470410.1901,,10942.25135,362723.188,81155.09865,207979.4428,5486.182399,,5486.182399
Sinopec Group,CHN,2015-01-01,,320749.1759,328747.5927,,7998.416795999998,330551.8176,88553.28511,161466.158,2894.828228000001,,2894.828228000001
Sinopec Group,CHN,2016-01-01,,291126.3021,296369.3868,,5243.084693,324990.3913,99325.34007,163517.8697,3718.076971,,3718.076971
Sinopec Group,CHN,2017-01-01,,348881.8769,355142.0608,,6260.183933,333892.5188,117686.9897,174311.9827,2847.423787,,2847.423787
SNH,CMR,2011-01-01,2.011145121,,,,,219.748756,45.8019995,,,,
SNH,CMR,2012-01-01,3.768784303,,,,,198.501547,43.90019747,,,,
SNH,CMR,2013-01-01,7.1590110110000005,,,,,182.1533216,43.67265484,,,,
SNH,CMR,2014-01-01,13.48734747,,,,,177.941628,50.92015435,,,,
SNH,CMR,2015-01-01,7.905643174,,,,,149.60497959999995,50.06787615,,,,
SNH,CMR,2016-01-01,,,,815.0005752000003,,,,,,,
SNH,CMR,2017-01-01,,,,,,,,,,,
SNPC,COG,2011-01-01,,,5154.323367,5124.923367,,,,,5071.273477000002,,
SNPC,COG,2012-01-01,,,4781.345,4685.815,,,,,4645.877,,
SNPC,COG,2013-01-01,,,4735.98,4634.241,,,,,4365.269,,
SNPC,COG,2014-01-01,,,3351.447,3276,,,,,2906.749000000001,,
SNPC,COG,2015-01-01,,,,,,,,,,,
SNPC,COG,2016-01-01,,,,,,,,,,,
SNPC,COG,2017-01-01,,,,,,,,,,,
SOCAR,AZE,2011-01-01,3096.165813,7901.871031000002,10488.973999999998,9830.484746,1675.348618,21451.55373,5985.920571,9739.309311,1039.653224,,474.8720572
SOCAR,AZE,2012-01-01,4104.905607,19597.90128,22107.93969,21104.94259,2606.774165,27831.89643,9972.693156,15290.614280000002,1202.832806,,605.8713392000002
SOCAR,AZE,2013-01-01,4111.958063,46821.00295,49204.56203,47843.25663,2453.663754,29375.135,10032.61684,16336.9394,1181.582494,,565.9359516
SOCAR,AZE,2014-01-01,3435.9770380000004,48326.79393,50809.11203,48853.34625,2692.6840460000008,30684.10367,9942.021872,16587.03572,980.4327801,,592.8494704
SOCAR,AZE,2015-01-01,4681.016363000002,30832.6328,32876.42935,28658.04889,-925.2717916,38996.10671,13629.21445,24699.2911,552.4302047,,196.1810444
SOCAR,AZE,2016-01-01,3060.684322,31486.06929,33104.772730000004,28784.47016,1109.842738,33218.20104,12881.31987,22123.53371,589.0751971,,367.2319846
SOCAR,AZE,2017-01-01,5276.1088009999985,52596.08252,53925.42256,51099.99396,1956.244723,35642.92992,12959.32241,17065.28661,813.9883747,,246.3462319
Sonahydroc,COD,2011-01-01,,,5.936003,0,,,,,0.869791,0,0.091466
Sonahydroc,COD,2012-01-01,,,8.725,0,,,,,1.043564,0,0
Sonahydroc,COD,2013-01-01,,,9.578119,0,,,,,0.181326,0,0
Sonahydroc,COD,2014-01-01,,,7.409,0,,,,,1.327532,0,0
Sonahydroc,COD,2015-01-01,,,6.2570000000000014,0,,,,,0.149139486,0,0
Sonahydroc,COD,2016-01-01,,,,,,,,,,,
Sonahydroc,COD,2017-01-01,,,,,,,,,,,
Sonangol,AGO,2011-01-01,,2756.969013,33806.95642,33607.03041,31049.98741,34283.56386,8415.437312,19748.43176,28342.03497,1051.761664,1750.651383
Sonangol,AGO,2012-01-01,,3036.749522,33901.05073,33775.87784,30864.30121,42633.71916,12209.8247,20627.45548,28725.88642,951.7821514,668.0461493
Sonangol,AGO,2013-01-01,10154.22,12940.9812,41720.73516,40527.00816000001,28779.75396,50991.67771,18735.70488,32491.09927,25086.90702,843.9230417000001,1211.50075
Sonangol,AGO,2014-01-01,5555.62,14519.43441,35594.20905,34112.77476,21074.77463,54496.43585,14075.911069999998,32680.12034,18780.31158,795.5755565000003,714.8498506
Sonangol,AGO,2015-01-01,4506.986,11288.64171,19570.81471,18362.62636,8282.172992,52862.92479,10207.85642,31797.62674,8350.212448999999,389.569604,258.2900423
Sonangol,AGO,2016-01-01,4506.986,8296.010165,14981.958019999998,13954.70453,6685.947854,45880.7526,10274.61918,26718.01454,6054.412642,310.361571,209.8798841
Sonangol,AGO,2017-01-01,,,,,,,,,,,
Sonatrach,DZA,2011-01-01,13806.26848,19523.46209,85223.20247999999,75338.07877000001,56911.4404,102032.0259,44201.99563,37045.2209,44188.28533,13189.30515,
Sonatrach,DZA,2012-01-01,9350.499274,22441.19826,84979.91685,75203.80864,53923.36202000001,104003.3464,43670.05592,37737.32534,50544.28504,13039.11002,7028.996006
Sonatrach,DZA,2013-01-01,7547.084229999998,22931.04057,76541.79749,67079.59339,46101.47111000001,107788.4901,47147.22736,37811.01799,44992.7175,11994.69814,5556.367522
Sonatrach,DZA,2014-01-01,14792.93307,21221.40566,65882.09677,61848.78867,40097.28753,112796.1146,52420.59502,39588.4702,35567.57229,11032.64891,
Sonatrach,DZA,2015-01-01,9732.704835,,43817.03442,36229.49718,,93831.21967,33617.557010000004,35931.557239999995,,,
Sonatrach,DZA,2016-01-01,11759.5389,16527.31466,37124.32522,31048.1066,,92175.77967,33908.04108,36932.44463,17022.54932,4926.76253,
Sonatrach,DZA,2017-01-01,10335.84591,18485.5748,43767.39631,36324.14546,,95248.37945,37612.747,39000.47174,20076.95264,5811.322602,
Staatsolie,SUR,2011-01-01,189,318.681,791,559.115,423,1194,644,394,297,,152
Staatsolie,SUR,2012-01-01,465,538.77,1060,537.194,496,1411,446,458,279,,80
Staatsolie,SUR,2013-01-01,304,539.243,1030,513.47,446,1572,346,469,282,,133
Staatsolie,SUR,2014-01-01,349,619.432,1076,486.49800000000016,412,2004,326,754,261,,124
Staatsolie,SUR,2015-01-01,248,457.358,591,230.454,59,2261,288,974,21.735,,6
Staatsolie,SUR,2016-01-01,13.171,234.487,368.292,156.336,47.587,2236.804,314.254,964.459,7.507999999999999,,7.507999999999999
Staatsolie,SUR,2017-01-01,,,,,,,,,,,
Sudapet,SDN,2011-01-01,,,,,,,,,,,
Sudapet,SDN,2012-01-01,,,,,,,,,,,
Sudapet,SDN,2013-01-01,,,,,,,,,,,
Sudapet,SDN,2014-01-01,,,,,,,,,,,
Sudapet,SDN,2015-01-01,,,,,,,,,,,
Sudapet,SDN,2016-01-01,,,,,,,,,,,
Sudapet,SDN,2017-01-01,,,,,,,,,,,
TAQA,ARE,2011-01-01,1551.25936,4488.767868999998,6585.976855,3204.901293,2463.716814,30849.01293,4050.10211,27785.43227,1066.397141,257.3179033,689.9931926
TAQA,ARE,2012-01-01,1383.526208,5684.955752000003,7750.034037,3063.036079,2135.874745,33380.53097,4286.725664000001,29755.47992,897.8471069,184.3430905,594.4179713999997
TAQA,ARE,2013-01-01,1512.321307,6090.946222,7013.478557,3114.49966,1163.2403,33199.45541,3629.40776,29846.42614,357.2498298,177.26344450000005,179.98638530000005
TAQA,ARE,2014-01-01,1452.144316,6649.965963000002,7653.097345,3498.162015,1045.06467,31324.1661,3396.868618,28932.33492,376.5827093,212.6616746,163.92103469999995
TAQA,ARE,2015-01-01,773.3151803999997,4690.537781,5328.522805,1774.2682100000006,672.5663717,29458.67937,3036.078965,27620.42206,61.26616746,61.26616746,0
TAQA,ARE,2016-01-01,231.9945541,9818.37985,4437.848877,1201.906059,-5359.564329,28452.55276,3237.304289,26254.59496,49.01293397,49.01293397,0
TAQA,ARE,2017-01-01,338.7338325,2913.818924,4609.121852,1415.384615,1729.339687,28055.2757,3440.435671,25567.597,331.9264806000001,67.25663717,264.6698434
Timor GAP,TLS,2011-01-01,,,,,,,,,,,
Timor GAP,TLS,2012-01-01,1.587177,3.495885,2,0,-0.588387,5.847844,3.976068,3.976173,0.039942,0,0
Timor GAP,TLS,2013-01-01,0.252087,9.809535,8.200973,3.710179,-0.9002030000000001,6.367424,3.5352019999999995,5.395956,0,0,0
Timor GAP,TLS,2014-01-01,1.003567,7.828780999999997,6.547239,0.8,-0.912017,4.039389,1.243474,3.979937,0,0,0
Timor GAP,TLS,2015-01-01,0.590078,7.529,9.728922,0,2.020014,4.06677,1.7660900000000002,1.987304,0,0,0
Timor GAP,TLS,2016-01-01,0.990419,7.529,9.102099,0,0.384021,3.90572,1.3628360000000002,1.869964,0,0,0
Timor GAP,TLS,2017-01-01,0.191932,7.529,13.997703,0,1.514026,7.589258,5.315672,2.59689,0.455237,0,0.455237
TPDC,TZA,2011-01-01,,,,,,,,,,,
TPDC,TZA,2012-01-01,,11.31304661,14.64463052,0.450595762,3.3315839030000003,123.94642749999998,28.30945351,52.01956672,,,
TPDC,TZA,2013-01-01,,13.18317953,40.92096573,1.559194031,27.737786199999995,496.0309557,59.0175441,318.5849572,,,
TPDC,TZA,2014-01-01,,17.69964093,36.48550061,1.252506474,18.78585968,987.722783,85.07816042,86.08716683,,,
TPDC,TZA,2015-01-01,,22.0130979,35.03292384,1.3365018709999998,13.01982594,1263.649227,108.5989662,112.2030219,,,
TPDC,TZA,2016-01-01,,,,,,,,,,,
TPDC,TZA,2017-01-01,,,,,,,,,,,
Turkmengaz,TKM,2011-01-01,,,,,,,,,,,
Turkmengaz,TKM,2012-01-01,,,,,,,,,,,
Turkmengaz,TKM,2013-01-01,,,,,,,,,,,
Turkmengaz,TKM,2014-01-01,,,,,,,,,,,
Turkmengaz,TKM,2015-01-01,,,,,,,,,,,
Turkmengaz,TKM,2016-01-01,,,,,,,,,,,
Turkmengaz,TKM,2017-01-01,,,,,,,,,,,
YOGC,YEM,2011-01-01,,,,,,,,,,,
YOGC,YEM,2012-01-01,,,,,,,,,,,
YOGC,YEM,2013-01-01,,,,,,,,,,,
YOGC,YEM,2014-01-01,,,,,,,,,,,
YOGC,YEM,2015-01-01,,,,,,,,,,,
YOGC,YEM,2016-01-01,,,,,,,,,,,
YOGC,YEM,2017-01-01,,,,,,,,,,,
YPF,ARG,2011-01-01,3192.592309,11927.33217,14062.782769999998,13357.94052,2135.450594,14838.91213,3216.679082,9140.808798,1524.522436,862.7444237,661.7780125
YPF,ARG,2012-01-01,3633.510801,13064.1079,15369.40905,14586.72195,2305.30115,17621.81104,4044.140502,10731.69593,1569.0176310000006,985.0263736,549.9308127
YPF,ARG,2013-01-01,5467.314869,14461.97102,18171.7515,16389.30575,3709.780489,24837.19377,6321.994954,16000.98132,2803.676725,1075.402225,1697.8203399999998
YPF,ARG,2014-01-01,7291.515492,15132.60972,19045.9125,17473.95385,3913.302781,25826.23804,5213.444102,16813.41915,2848.650625,1181.87911,1637.467253
YPF,ARG,2015-01-01,6624.041057,15113.74375,19897.46654,16787.922169999998,4783.722788,39363.77094,8336.559446,26317.2444,3993.26212,1297.16878,2668.309863
YPF,ARG,2016-01-01,4347.42098,13866.9584,15411.593819999998,14080.12839,1544.635422,28535.98074,5910.351347,20495.62349,1194.686328,1163.96505,0
YPF,ARG,2017-01-01,3599.532387,14407.18604,16570.35901,15267.13001,2163.172974,30533.53551,7383.937937000002,21324.11094,1090.230002,1068.182881,0
YPFB,BOL,2011-01-01,,5946.526942,6921.403008,6195.181175,974.8760662,8817.541108,4845.173411,4356.928632,1581.309417,349.7618958,1191.640439
YPFB,BOL,2012-01-01,,7653.016501000001,8915.286798000001,8054.2614909999975,1262.270297,10911.62426,6011.57925,5090.724883,2174.554047,524.6466222,1622.207649
YPFB,BOL,2013-01-01,,8606.345476999999,10055.46766,9276.690555,1449.122187,13500.898680000002,6591.482472,6092.462102,2936.450341,643.6209279,2274.819322
YPFB,BOL,2014-01-01,,8759.839048,10427.14953,9252.653157,1667.310483,15019.99797,6378.323745000002,6134.479405,3198.925079,642.157012,2324.649106
YPFB,BOL,2015-01-01,,6022.506534,6812.095976000001,6310.95682,789.5894423999997,14438.77756,5021.814554,5263.109089000001,2309.84059,429.241239,1710.584644
YPFB,BOL,2016-01-01,,,,,,,,,,,
YPFB,BOL,2017-01-01,,,,,,,,,,,
