country,country_iso,region,year,gdp_usd_billion,govt_revenue_usd_million,govt_expenditure_usd_million,govt_gross_debt_usd_million,govt_resource_revenue_usd_million,fx_rate,population,net_oda_&_official_aid_recieved_usd_current
Liberia,LBR,Sub-Saharan Africa,2014-01-01,3.1439999999999997,916,1014,679.1039999999999,,83.8925,4.359505e+06,7.4959e+08
Liberia,LBR,Sub-Saharan Africa,2015-01-01,3.177,1006,1146,819.666,,86.18836657,4.47223e+06,1.09443e+09
Liberia,LBR,Sub-Saharan Africa,2016-01-01,3.278,1040,1163,927.674,,94.42724359,4.586788e+06,8.1512e+08
Liberia,LBR,Sub-Saharan Africa,2017-01-01,3.285,1004,1153,1130.04,,112.70666670000001,4.702228e+06,6.2165e+08
Libya,LBY,Middle East/North Africa,2011-01-01,31.999000000000002,13571.83854,19087.49123,,,1.224152495,6.247439e+06,6.411e+08
Libya,LBY,Middle East/North Africa,2012-01-01,79.759,59218.82395,36442.475139999995,,,1.261659638,6.28575e+06,8.712e+07
Libya,LBY,Middle East/North Africa,2013-01-01,51.896,43062.31989,45713.11935,,,1.2716918210000001,6.320359e+06,1.2883e+08
Libya,LBY,Middle East/North Africa,2014-01-01,24.261999999999997,16814.6536,34720.157360000005,,,1.272402067,6.362037e+06,2.1028e+08
Libya,LBY,Middle East/North Africa,2015-01-01,17.194000000000003,8806.047767,31323.263219999997,,,1.38120986,6.418315e+06,1.5737e+08
Libya,LBY,Middle East/North Africa,2016-01-01,18.539,5879.735443,26870.570780000002,,,1.390368679,6.492164e+06,1.7949e+08
Libya,LBY,Middle East/North Africa,2017-01-01,31.331,14670.47384,28138.496860000003,,,1.3938200109999999,6.580724e+06,4.3187e+08
Malaysia,MYS,Asia-Pacific,2011-01-01,297.961,71074.43987999999,81855.14822999999,156727.486,21699.54248,3.060003011,2.8650955e+07,4.081e+07
Malaysia,MYS,Asia-Pacific,2012-01-01,314.443,78744.7979,90552.94015,171685.878,22566.78969,3.088800867,2.9068159e+07,1.832e+07
Malaysia,MYS,Asia-Pacific,2013-01-01,323.276,77974.33537,91082.30069,182327.664,20981.635440000002,3.15090855,2.9468872e+07,-1.1331e+08
Malaysia,MYS,Asia-Pacific,2014-01-01,338.066,79986.01232000001,88998.31419,189993.092,20276.07302,3.2728597460000004,2.9866559e+07,1.992e+07
Malaysia,MYS,Asia-Pacific,2015-01-01,296.434,66787.09062,74459.09113,171635.28600000002,11843.957129999999,3.905500263,3.0270962e+07,-600000
Malaysia,MYS,Asia-Pacific,2016-01-01,296.536,61422.50061,69170.49252999999,166653.232,,4.1483006630000006,3.0684804e+07,-5.182e+07
Malaysia,MYS,Asia-Pacific,2017-01-01,314.497,61705.76635,70856.45604,170457.37399999998,,4.300440878,3.1105028e+07,-2.925e+07
Mexico,MEX,Latin America/Caribbean,2011-01-01,1180.487,277341.1305,317092.6463,506428.92299999995,68594.1601,12.423325,1.15695473e+08,9.7317e+08
Mexico,MEX,Latin America/Caribbean,2012-01-01,1201.094,294118.7786,338875.5169,512867.138,70354.08879,13.16945833,1.17274155e+08,4.0793e+08
Mexico,MEX,Latin America/Caribbean,2013-01-01,1274.444,306763.5105,354007.8257,584969.796,,12.77199167,1.18827161e+08,5.6239e+08
Mexico,MEX,Latin America/Caribbean,2014-01-01,1314.39,308044.1153,367690.7568,642736.71,,13.29245,1.20355128e+08,8.1489e+08
Mexico,MEX,Latin America/Caribbean,2015-01-01,1169.625,275400.6537,322219.1491,618731.625,,15.84826667,1.21858258e+08,3.2107e+08
Mexico,MEX,Latin America/Caribbean,2016-01-01,1076.914,265168.8026,294992.3806,611687.152,,18.66405833,1.23333376e+08,8.093e+08
Mexico,MEX,Latin America/Caribbean,2017-01-01,1149.236,285195.7439,297543.1295,622885.912,,18.92651667,1.24777324e+08,7.3748e+08
Mozambique,MOZ,Sub-Saharan Africa,2011-01-01,13.130999999999998,3591.042957,4224.910218999999,4989.78,,29.06759993,2.4187487e+07,2.06547e+09
Mozambique,MOZ,Sub-Saharan Africa,2012-01-01,15.177999999999999,4116.133785,4707.400453,6086.378000000001,,28.37298448,2.4862648e+07,2.0717e+09
Mozambique,MOZ,Sub-Saharan Africa,2013-01-01,16.012999999999998,5030.276414,5469.651620000001,8502.903,,30.10411109,2.5560725e+07,2.3127e+09
Mozambique,MOZ,Sub-Saharan Africa,2014-01-01,16.872,5393.732161,7211.726220999999,10528.128,,31.352687699999997,2.6286163e+07,2.10601e+09
Mozambique,MOZ,Sub-Saharan Africa,2015-01-01,14.798,4151.293874,5213.7343789999995,13037.038,,39.98247415,2.7042002e+07,1.81474e+09
Mozambique,MOZ,Sub-Saharan Africa,2016-01-01,11.272,2855.562285,3537.651876,13391.136,,63.05623273,2.7829942e+07,1.52913e+09
Mozambique,MOZ,Sub-Saharan Africa,2017-01-01,12.681,3360.907063,4051.3130939999996,12959.982,,63.58432291,2.8649007e+07,1.77566e+09
Myanmar,MMR,Asia-Pacific,2011-01-01,59.977,837800.3744,1.1384801e+06,27649.397,,5.444108333,5.0990615e+07,3.7995e+08
Myanmar,MMR,Asia-Pacific,2012-01-01,59.731,15225.33674,14470.02975,24310.517000000003,,640.6534167,5.1413698e+07,5.0453e+08
Myanmar,MMR,Asia-Pacific,2013-01-01,60.133,12489.73328,13326.34073,19964.156000000003,6631.946557,933.5704563999999,5.1852451e+07,3.93612e+09
Myanmar,MMR,Asia-Pacific,2014-01-01,65.575,14568.14746,15190.272359999999,19606.925,6769.2731349999995,984.3457476,5.2280807e+07,1.38446e+09
Myanmar,MMR,Asia-Pacific,2015-01-01,59.485,11714.71566,14479.536430000002,20522.325,5335.1171509999995,1162.615329,5.2680726e+07,1.1685e+09
Myanmar,MMR,Asia-Pacific,2016-01-01,63.251000000000005,12147.28746,13771.563530000001,22580.607000000004,5611.099472,1234.869517,5.3045226e+07,1.53686e+09
Myanmar,MMR,Asia-Pacific,2017-01-01,66.53699999999999,12097.59155,14414.244490000001,23088.339,,1360.358707,5.3382581e+07,1.5428e+09
Namibia,NAM,Sub-Saharan Africa,2011-01-01,12.423,3894.9848979999997,4761.516436999999,3403.902,246.2424884,7.261132132,2.156701e+06,2.7821e+08
Namibia,NAM,Sub-Saharan Africa,2012-01-01,13.015999999999998,4253.609434,4561.162375,3201.9359999999997,236.05271069999998,8.209968627,2.194784e+06,2.5244e+08
Namibia,NAM,Sub-Saharan Africa,2013-01-01,12.724,4237.572491,4659.009712,3181,98.15193006,9.655056069,2.23351e+06,2.6104e+08
Namibia,NAM,Sub-Saharan Africa,2014-01-01,12.796,4427.8563619999995,5192.369706,3224.592,298.64716939999994,10.85265557,2.27343e+06,2.2622e+08
Namibia,NAM,Sub-Saharan Africa,2015-01-01,11.577,4008.563681,4950.659209,4665.531,277.7234277,12.88192083,2.314904e+06,1.4238e+08
Namibia,NAM,Sub-Saharan Africa,2016-01-01,10.945,3479.9654630000005,4477.805753000001,4903.36,189.93890290000002,14.70876667,2.358041e+06,1.7019e+08
Namibia,NAM,Sub-Saharan Africa,2017-01-01,12.687000000000001,4268.566578,5047.885885000001,5848.706999999999,,13.3129,2.402603e+06,1.8669e+08
Nigeria,NGA,Sub-Saharan Africa,2011-01-01,414.095,73416.26753,71865.6078,50105.495,57089.19899,153.8616083,1.62805071e+08,1.80986e+09
Nigeria,NGA,Sub-Saharan Africa,2012-01-01,460.952,65899.55455,64807.69026,58540.904,48146.42848,157.4994258,1.67228767e+08,1.91617e+09
Nigeria,NGA,Sub-Saharan Africa,2013-01-01,514.965,56889.71019,68910.72776000001,66430.485,36704.31585,157.311225,1.71765769e+08,2.51572e+09
Nigeria,NGA,Sub-Saharan Africa,2014-01-01,568.496,59817.24366,71919.35675,74472.976,37148.55512,158.55264169999998,1.76404902e+08,2.4786e+09
Nigeria,NGA,Sub-Saharan Africa,2015-01-01,493.841,37578.3792,54729.615970000006,79014.56,16674.45881,192.4405244,1.81137448e+08,2.43154e+09
Nigeria,NGA,Sub-Saharan Africa,2016-01-01,405.44199999999995,22461.22695,38367.54349,79466.632,8688.064751,253.49225189999999,1.85960289e+08,2.49819e+09
Nigeria,NGA,Sub-Saharan Africa,2017-01-01,376.284,22482.5878,44130.70319,88050.45599999999,,305.2899008,1.90873311e+08,3.35879e+09
Norway,NOR,Western Europe,2011-01-01,498.83099999999996,279971.4439,214255.8674,143663.328,66240.32331,5.604607307,4.953088e+06,
Norway,NOR,Western Europe,2012-01-01,510.22900000000004,284326.6008,215293.51100000003,154089.158,68674.66528,5.8175,5.018573e+06,
Norway,NOR,Western Europe,2013-01-01,523.502,281561.7021,226472.6809,159144.608,57033.3617,5.875,5.079623e+06,
Norway,NOR,Western Europe,2014-01-01,499.339,267570.0079,224969.5319,141312.937,46408.21367,6.301666667,5.137232e+06,
Norway,NOR,Western Europe,2015-01-01,386.663,208417.0714,185663.0774,127985.45300000001,23264.794530000003,8.064166667,5.188607e+06,
Norway,NOR,Western Europe,2016-01-01,371.075,200057.7381,185572.2619,136184.525,15440.5754,8.4,5.234519e+06,
Norway,NOR,Western Europe,2017-01-01,396.457,214516.0185,195253.6369,145499.719,,8.271666667,5.276968e+06,
Oman,OMN,Middle East/North Africa,2011-01-01,67.937,33118.3355,26733.42003,3532.724,,0.3845,3.251108e+06,
Oman,OMN,Middle East/North Africa,2012-01-01,76.689,37326.397919999996,33765.92978,3757.761,,0.3845,3.498029e+06,
Oman,OMN,Middle East/North Africa,2013-01-01,78.939,39024.70741,35339.40182,3946.95,,0.3845,3.764805e+06,
Oman,OMN,Middle East/North Africa,2014-01-01,81.077,37518.85566,38395.3186,3972.7729999999997,,0.3845,4.02726e+06,
Oman,OMN,Middle East/North Africa,2015-01-01,68.905,24072.82185,35061.11834,10680.275,,0.3845,4.267348e+06,
Oman,OMN,Middle East/North Africa,2016-01-01,66.824,19565.6697,33797.13914,22252.392000000003,,0.3845,4.479219e+06,
Oman,OMN,Middle East/North Africa,2017-01-01,74.274,21877.76333,30366.710010000003,32829.108,,0.3845,4.665935e+06,
Peru,PER,Latin America/Caribbean,2011-01-01,168.76,37196.54334,33756.5811,39321.08,,2.7541,2.9264318e+07,5.9781e+08
Peru,PER,Latin America/Caribbean,2012-01-01,189.00099999999998,43143.6101,39186.20421,40824.216,,2.637586418,2.9506788e+07,3.8556e+08
Peru,PER,Latin America/Caribbean,2013-01-01,197.86700000000002,45037.21228,43571.94657,41156.336,,2.7018990260000004,2.9773987e+07,3.6366e+08
Peru,PER,Latin America/Caribbean,2014-01-01,203.075,45216.27483,45752.722989999995,42036.525,,2.839044138,3.0090359e+07,3.283e+08
Peru,PER,Latin America/Caribbean,2015-01-01,192.35299999999998,38581.046989999995,42810.67706,46164.72,,3.184439242,3.0470734e+07,3.3483e+08
Peru,PER,Latin America/Caribbean,2016-01-01,195.43200000000002,36432.22407,40996.585230000004,47685.407999999996,,3.375061587,3.0926032e+07,3.202e+08
Peru,PER,Latin America/Caribbean,2017-01-01,215.22400000000002,39227.250869999996,45793.13818,54882.12,,3.2604884910000003,3.1444297e+07,-7.6e+06
Philippines,PHL,Asia-Pacific,2011-01-01,224.143,39444.01448,40156.22334,106467.925,,43.31313692,9.5570047e+07,-1.8373e+08
Philippines,PHL,Asia-Pacific,2012-01-01,250.092,46548.75926,47308.54888,119794.06800000001,,42.22879473,9.7212638e+07,-3.37e+06
Philippines,PHL,Asia-Pacific,2013-01-01,271.836,51233.93324,50701.871289999995,124229.052,,42.44618483,9.8871552e+07,1.9206e+08
Philippines,PHL,Asia-Pacific,2014-01-01,284.585,53944.175610000006,51485.73163,119810.285,,44.395154299999994,1.00513138e+08,6.7744e+08
Philippines,PHL,Asia-Pacific,2015-01-01,292.774,56731.53595,54937.60396,121501.21,,45.50283994,1.02113212e+08,5.1531e+08
Philippines,PHL,Asia-Pacific,2016-01-01,304.906,58269.034179999995,59400.75057999999,118913.34,,47.49246386,1.03663927e+08,2.8365e+08
Philippines,PHL,Asia-Pacific,2017-01-01,313.41900000000004,61433.025429999994,62374.186129999995,118472.382,,50.40371979,1.05173264e+08,1.6025e+08
Qatar,QAT,Middle East/North Africa,2011-01-01,167.775,60437.63736,47818.95604,56204.625,42664.83516,3.64,2.035871e+06,
Qatar,QAT,Middle East/North Africa,2012-01-01,186.834,78885.43956,57893.40659,59973.71400000001,47252.74725,3.64,2.196074e+06,
Qatar,QAT,Middle East/North Africa,2013-01-01,198.72799999999998,101401.6484,56225,61406.952000000005,52967.03297,3.64,2.336574e+06,
Qatar,QAT,Middle East/North Africa,2014-01-01,206.225,100363.4615,68875.54945,51350.025,47967.03297,3.64,2.459198e+06,
Qatar,QAT,Middle East/North Africa,2015-01-01,164.641,77115.65934,68357.14286,57459.709,28269.23077,3.64,2.56571e+06,
Qatar,QAT,Middle East/North Africa,2016-01-01,152.469,53717.582420000006,60902.47252999999,70898.085,11023.90564,3.64,2.654374e+06,
Qatar,QAT,Middle East/North Africa,2017-01-01,166.326,51082.96703,53820.6044,89816.04,,3.64,2.724724e+06,
Russia,RUS,Eurasia,2011-01-01,2051.657,709792.5838,680498.6964,221578.956,216926.6198,29.38234137,1.42960868e+08,
Russia,RUS,Eurasia,2012-01-01,2210.255,759897.3137,751454.1093,254179.325,223684.1794,30.83983135,1.43201676e+08,
Russia,RUS,Eurasia,2013-01-01,2297.125,767741.1729,794383.7326,291734.875,214439.7783,31.83714364,1.43506911e+08,
Russia,RUS,Eurasia,2014-01-01,2063.663,697429.1399,719462.1129,321931.428,212558.0201,38.37820714,1.43819666e+08,
Russia,RUS,Eurasia,2015-01-01,1368.402,434773.7229,480947.0163,217575.918,109269.7447,60.93765011,1.4409687e+08,
Russia,RUS,Eurasia,2016-01-01,1281.286,420268.5519,467127.94,201161.902,78273.26711,67.05593333,1.44342396e+08,
Russia,RUS,Eurasia,2017-01-01,1527.469,525172.2471,548296.0597,265779.606,,58.34280119,1.4449674e+08,
Saudi Arabia,SAU,Middle East/North Africa,2011-01-01,671.2389999999999,298008.2667,220453.3333,36246.906,275839.9617,3.75,2.8267685e+07,
Saudi Arabia,SAU,Middle East/North Africa,2012-01-01,735.975,332263.4667,244586.1333,22079.25,305279.9627,3.75,2.9155187e+07,
Saudi Arabia,SAU,Middle East/North Africa,2013-01-01,746.6469999999999,307362.1333,265262.4,15679.587,275999.9732,3.75,3.0052518e+07,
Saudi Arabia,SAU,Middle East/North Africa,2014-01-01,756.35,277370.9333,304160.8,12101.6,243466.6497,3.75,3.0916994e+07,
Saudi Arabia,SAU,Middle East/North Africa,2015-01-01,654.27,163385.0667,267011.2,37947.66,118933.4369,3.75,3.1717667e+07,
Saudi Arabia,SAU,Middle East/North Africa,2016-01-01,644.935,138519.7333,249470.9333,84486.485,82400.13349,3.75,3.2442572e+07,
Saudi Arabia,SAU,Middle East/North Africa,2017-01-01,683.827,166933.3333,228266.6667,118302.071,,3.75,3.3099147e+07,
South Africa,ZAF,Sub-Saharan Africa,2011-01-01,416.879,111600.641,128576.7816,159247.77800000002,,7.261132132,5.2004172e+07,1.39697e+09
South Africa,ZAF,Sub-Saharan Africa,2012-01-01,396.332,106777.8745,124318.6237,162496.12,,8.209968627,5.2834005e+07,1.06583e+09
South Africa,ZAF,Sub-Saharan Africa,2013-01-01,366.82099999999997,100191.0287,115838.1673,161768.061,,9.655056069,5.3689236e+07,1.29534e+09
South Africa,ZAF,Sub-Saharan Africa,2014-01-01,350.901,96738.62709,111686.4893,164923.47,,10.85265557,5.4545991e+07,1.0774e+09
South Africa,ZAF,Sub-Saharan Africa,2015-01-01,317.698,89356.85996,104509.8537,156625.114,,12.75893088,5.5386367e+07,1.42027e+09
South Africa,ZAF,Sub-Saharan Africa,2016-01-01,295.678,84725.62665,96732.33446,152569.848,,14.70961089,5.6203654e+07,1.18028e+09
South Africa,ZAF,Sub-Saharan Africa,2017-01-01,349.29900000000004,98974.62351,114836.4404,184080.573,,13.33378146,5.7000451e+07,1.01435e+09
South Sudan,SSD,Sub-Saharan Africa,2011-01-01,17.186,4429.983774,3633.382961,0,3446.5639810000002,2.98895,9.830698e+06,4.3583e+08
South Sudan,SSD,Sub-Saharan Africa,2012-01-01,11.267000000000001,1893.8983050000002,3562.3728810000002,1002.763,185.6197631,2.95,1.0113647e+07,1.18626e+09
South Sudan,SSD,Sub-Saharan Africa,2013-01-01,14.94,3268.135593,3786.779661,2629.44,2857.638043,2.95,1.0355036e+07,1.3993e+09
South Sudan,SSD,Sub-Saharan Africa,2014-01-01,15.1,4100.677965999999,5496.9491530000005,5783.3,1938.163304,2.95,1.0554883e+07,1.96412e+09
South Sudan,SSD,Sub-Saharan Africa,2015-01-01,12.485,2289.412709,4506.685197999999,8652.105,,4.089258333,1.0715658e+07,1.67483e+09
South Sudan,SSD,Sub-Saharan Africa,2016-01-01,3.056,980.5736896999999,1597.8167640000001,2643.44,,49.40679167,1.0832512e+07,1.58703e+09
South Sudan,SSD,Sub-Saharan Africa,2017-01-01,2.87,1132.344866,1213.011839,1902.81,,115.38799170000001,1.0910759e+07,2.18317e+09
Sudan,SDN,Middle East/North Africa,2011-01-01,75.41,12470.84501,12436.71941,47432.89,7055.841619,2.666619622,3.5349681e+07,1.7424e+09
Sudan,SDN,Middle East/North Africa,2012-01-01,67.694,6231.810708,8323.91459,59164.556,1818.521802,3.5729583330000003,3.6193783e+07,1.36913e+09
Sudan,SDN,Middle East/North Africa,2013-01-01,56.085,7213.102206999999,9094.214344,47616.165,1480.1591019999998,4.756760547,3.707255e+07,1.50733e+09
Sudan,SDN,Middle East/North Africa,2014-01-01,62.318999999999996,8544.908370000001,9547.894902,34898.64,1934.01192,5.736866667,3.7977655e+07,8.7468e+08
Sudan,SDN,Middle East/North Africa,2015-01-01,64.059,8989.61232,10513.57639,74884.97099999999,1621.61208,6.025732597999999,3.890295e+07,9.0035e+08
Sudan,SDN,Middle East/North Africa,2016-01-01,57.648999999999994,9234.810758,10930.800079999999,52691.185999999994,833.2276812000001,6.211713646000001,3.984744e+07,8.1065e+08
Sudan,SDN,Middle East/North Africa,2017-01-01,58.239,11720.451990000001,13619.796030000001,73381.14,,6.68336,4.0813396e+07,8.4038e+08
Suriname,SUR,Latin America/Caribbean,2011-01-01,4.422,1106.487148,1193.390453,884.4,453.7747858,3.2680000000000002,535179,8.986e+07
Suriname,SUR,Latin America/Caribbean,2012-01-01,4.98,1316.363636,1535.757576,1065.72,504.5454545,3.3,541245,4.035e+07
Suriname,SUR,Latin America/Caribbean,2013-01-01,5.146,1296.969697,1656.060606,1523.2160000000001,462.12121210000004,3.3,547291,3.082e+07
Suriname,SUR,Latin America/Caribbean,2014-01-01,5.2410000000000005,1263.030303,1713.3333329999998,1378.3829999999998,364.2424242,3.3,553273,1.339e+07
Suriname,SUR,Latin America/Caribbean,2015-01-01,4.8260000000000005,1079.121951,1531.02439,2075.18,159.804878,3.416666667,559143,1.598e+07
Suriname,SUR,Latin America/Caribbean,2016-01-01,3.278,574.9257605,831.8040674,2484.724,,6.228630278,564888,1.653e+07
Suriname,SUR,Latin America/Caribbean,2017-01-01,3.347,607.6663892999999,859.1467872999999,2413.187,,7.487661125,570496,2.012e+07
Tanzania,TZA,Sub-Saharan Africa,2011-01-01,33.583,5278.719555,6486.29224,9336.074,,1557.433373,4.5673338e+07,2.44183e+09
Tanzania,TZA,Sub-Saharan Africa,2012-01-01,39.088,6123.016640999999,7732.893348999999,11413.696000000002,,1571.697999,4.7052481e+07,2.82223e+09
Tanzania,TZA,Sub-Saharan Africa,2013-01-01,44.413999999999994,6866.947831,8607.267691,13723.926000000001,,1597.5557509999999,4.8482266e+07,3.43324e+09
Tanzania,TZA,Sub-Saharan Africa,2014-01-01,48.256,7183.505344,8638.193483,16310.528,,1653.232013,4.9959822e+07,2.65052e+09
Tanzania,TZA,Sub-Saharan Africa,2015-01-01,45.63399999999999,6624.577612,8125.805675,16975.848,,1991.3909640000002,5.1482633e+07,2.58224e+09
Tanzania,TZA,Sub-Saharan Africa,2016-01-01,47.653,7380.203787,8417.115534,18108.14,,2177.085954,5.305079e+07,2.31779e+09
Tanzania,TZA,Sub-Saharan Africa,2017-01-01,51.725,8226.107294,9629.335549,19758.95,,2228.857629,5.4663906e+07,2.58417e+09
Thailand,THA,Asia-Pacific,2011-01-01,370.81800000000004,78722.45155,78743.70321,144989.83800000002,,30.49173333,6.7518382e+07,-1.3412e+08
Thailand,THA,Asia-Pacific,2012-01-01,397.55800000000005,80707.38352,84293.32024,166576.802,,31.08309167,6.7835957e+07,-1.3137e+08
Thailand,THA,Asia-Pacific,2013-01-01,420.334,92794.02113,90634.34945,177380.948,,30.72596667,6.8144501e+07,2.879e+07
Thailand,THA,Asia-Pacific,2014-01-01,407.339,86464.29836,89702.61547,176377.78699999998,,32.47983333,6.843873e+07,3.5451e+08
Thailand,THA,Asia-Pacific,2015-01-01,401.384,88541.37721,88016.11592000001,170588.2,,34.24771667,6.8714511e+07,5.867e+07
Thailand,THA,Asia-Pacific,2016-01-01,411.847,89083.09302999999,86768.83326,172152.046,,35.29638333,6.8971331e+07,2.2778e+08
Thailand,THA,Asia-Pacific,2017-01-01,455.37800000000004,94542.54164,97293.14623,190803.38199999998,,33.93981106,6.9209858e+07,2.5002e+08
Timor-Leste,TLS,Asia-Pacific,2011-01-01,5.682,3871,1389,,,1,1.113151e+06,2.7871e+08
Timor-Leste,TLS,Asia-Pacific,2012-01-01,6.671,4162,1501,,,1,1.132994e+06,2.8364e+08
Timor-Leste,TLS,Asia-Pacific,2013-01-01,5.65,3698,1342,,,1,1.153295e+06,2.5857e+08
Timor-Leste,TLS,Asia-Pacific,2014-01-01,4.045,2555,1629,,,1,1.174331e+06,2.4954e+08
Timor-Leste,TLS,Asia-Pacific,2015-01-01,3.1039999999999996,1674,1558,,,1,1.196302e+06,2.1229e+08
Timor-Leste,TLS,Asia-Pacific,2016-01-01,2.521,925,1757,,,1,1.219288e+06,2.2355e+08
Timor-Leste,TLS,Asia-Pacific,2017-01-01,2.61,1117,1370,,,1,1.243261e+06,2.3196e+08
Trinidad and Tobago,TTO,Latin America/Caribbean,2011-01-01,25.362,7411.260944,7583.042555,7456.428000000001,4292.819222,6.409300706000001,1.336178e+06,
Trinidad and Tobago,TTO,Latin America/Caribbean,2012-01-01,25.623,7664.237222,8005.937965000001,6354.504,4268.544424000001,6.429602656,1.344817e+06,
Trinidad and Tobago,TTO,Latin America/Caribbean,2013-01-01,26.578000000000003,8189.203001000001,8951.158981999999,6724.234,4181.386397,6.442629397999999,1.3537e+06,
Trinidad and Tobago,TTO,Latin America/Caribbean,2014-01-01,27.2,8188.8321909999995,9661.271065,6908.8,4632.4756990000005,6.4090945779999995,1.362342e+06,
Trinidad and Tobago,TTO,Latin America/Caribbean,2015-01-01,24.401999999999997,7314.218214,9399.380368,6808.158,3310.126384,6.377441667,1.370328e+06,
Trinidad and Tobago,TTO,Latin America/Caribbean,2016-01-01,22.296,5129.13045,7936.162023999999,8361,1407.924538,6.668966667,1.377564e+06,
Trinidad and Tobago,TTO,Latin America/Caribbean,2017-01-01,21.624000000000002,5049.616308,7441.081787,8930.712,,6.779525,1.384072e+06,
Tunisia,TUN,Middle East/North Africa,2011-01-01,45.81,11466.25309,13420.38903,19744.11,1000.901669,1.407783333,1.074188e+07,9.2523e+08
Tunisia,TUN,Middle East/North Africa,2012-01-01,45.044,11075.672129999999,13412.581970000001,21485.987999999998,957.5994811,1.5618916669999998,1.0847002e+07,1.02213e+09
Tunisia,TUN,Middle East/North Africa,2013-01-01,46.253,11601.20846,14997.614880000001,21646.404,1102.870165,1.6246583330000002,1.0952951e+07,7.1466e+08
Tunisia,TUN,Middle East/North Africa,2014-01-01,47.605,12421.694379999999,14189.99514,24564.18,1126.4027800000001,1.697675,1.1063201e+07,9.227e+08
Tunisia,TUN,Middle East/North Africa,2015-01-01,43.156000000000006,10167.59065,12436.11801,23649.487999999998,651.2887439,1.961625,1.1179949e+07,4.7454e+08
Tunisia,TUN,Middle East/North Africa,2016-01-01,42.074,9599.013051,12071.50727,25749.287999999997,,2.1480333330000003,1.1303946e+07,6.2744e+08
Tunisia,TUN,Middle East/North Africa,2017-01-01,40.275,9747.357327,12144.20782,28716.075,,2.419425,1.1433443e+07,7.7577e+08
Turkmenistan,TKM,Eurasia,2011-01-01,29.233,,,2923.3,,,5.174085e+06,4.082e+07
Turkmenistan,TKM,Eurasia,2012-01-01,35.164,,,6364.684,,,5.2679e+06,3.766e+07
Turkmenistan,TKM,Eurasia,2013-01-01,39.198,,,7839.6,,,5.366375e+06,3.591e+07
Turkmenistan,TKM,Eurasia,2014-01-01,43.523999999999994,,,7312.031999999999,,,5.466328e+06,3.448e+07
Turkmenistan,TKM,Eurasia,2015-01-01,35.8,,,7804.4,,,5.565287e+06,2.362e+07
Turkmenistan,TKM,Eurasia,2016-01-01,36.18,,,8719.38,,,5.662372e+06,3.29e+07
Turkmenistan,TKM,Eurasia,2017-01-01,37.926,,,10922.688,,,5.757669e+06,2.878e+07
Ukraine,UKR,Eurasia,2011-01-01,163.161,70059.06469,74564.83399,60206.40900000001,,7.967562833,4.57061e+07,7.7793e+08
Ukraine,UKR,Eurasia,2012-01-01,175.707,78513.03929,86084.02889,65890.125,,7.991029332999999,4.55933e+07,7.7206e+08
Ukraine,UKR,Eurasia,2013-01-01,179.572,79419.49206,88189.66596,72726.66,,7.992999999999999,4.54896e+07,7.9074e+08
Ukraine,UKR,Eurasia,2014-01-01,132.343,53820.6722,59774.91027000001,93037.129,,11.88665942,4.5271947e+07,1.40382e+09
Ukraine,UKR,Eurasia,2015-01-01,90.939,38127.10109,39182.91794,72114.62700000001,,21.84469777,4.5154029e+07,1.44935e+09
Ukraine,UKR,Eurasia,2016-01-01,93.26299999999999,35775.27482,37850.82202,75729.556,,25.55133412,4.5004645e+07,1.52332e+09
Ukraine,UKR,Eurasia,2017-01-01,109.321,43887.59178,46523.86797,82646.67599999999,,26.5966063,4.4831135e+07,1.16612e+09
United Arab Emirates,ARE,Middle East/North Africa,2011-01-01,350.908,127947.7195,109307.0116,61057.992,98706.68451,3.6725,8.946777e+06,
United Arab Emirates,ARE,Middle East/North Africa,2012-01-01,374.81800000000004,142894.486,109160.7897,63719.06,107910.0653,3.6725,9.141596e+06,
United Arab Emirates,ARE,Middle East/North Africa,2013-01-01,390.42699999999996,151058.1348,118308.7815,61297.039000000004,109380.8529,3.6725,9.19791e+06,
United Arab Emirates,ARE,Middle East/North Africa,2014-01-01,403.19800000000004,141253.0973,133548.8087,62495.69,95847.74125,3.6725,9.214175e+06,
United Arab Emirates,ARE,Middle East/North Africa,2015-01-01,357.949,103846.4261,115891.627,66936.463,51272.91382,3.6725,9.2629e+06,
United Arab Emirates,ARE,Middle East/North Africa,2016-01-01,348.74300000000005,104014.9762,112657.0456,72189.80099999999,,3.6725,9.36098e+06,
United Arab Emirates,ARE,Middle East/North Africa,2017-01-01,377.435,114259.7686,121051.0551,73599.825,,3.6725,9.487203e+06,
Venezuela,VEN,Latin America/Caribbean,2011-01-01,334.069,87257.82762000001,120916.4666,169038.914,,4.2893,2.8888369e+07,4.978e+07
Venezuela,VEN,Latin America/Caribbean,2012-01-01,331.457,95651.03863,151186.6738,192576.517,,4.2893,2.9362449e+07,5.079e+07
Venezuela,VEN,Latin America/Caribbean,2013-01-01,234.40099999999998,96060.12988,148374.2827,169471.923,,6.047961842,2.9783571e+07,3.783e+07
Venezuela,VEN,Latin America/Caribbean,2014-01-01,212.347,145164.8579,224648.3244,134840.345,,6.2842,3.0045134e+07,4.313e+07
Venezuela,VEN,Latin America/Caribbean,2015-01-01,242.59599999999998,239230.6101,462185.9584,77388.12400000001,,6.2842,3.0081829e+07,3.659e+07
