company,country_iso,year,productionGroup,oil_&_gas_production_boe/day,oil_production_boe/day,gas_production_boe/day,oil_&_gas_reserves_boe
Sonahydroc,COD,2011-01-01,Pre-production NOCs,0,0,0,
Sonahydroc,COD,2012-01-01,Pre-production NOCs,0,0,0,
Sonahydroc,COD,2013-01-01,Pre-production NOCs,0,0,0,
Sonahydroc,COD,2014-01-01,Pre-production NOCs,0,0,0,
Sonahydroc,COD,2015-01-01,Pre-production NOCs,0,0,0,
Sonahydroc,COD,2016-01-01,Pre-production NOCs,0,0,0,
Sonahydroc,COD,2017-01-01,Pre-production NOCs,0,0,0,
Sonangol,AGO,2011-01-01,Large domestic producers,,,,
Sonangol,AGO,2012-01-01,Large domestic producers,862832,857706,5126,
Sonangol,AGO,2013-01-01,Large domestic producers,803032,794941,8091,
Sonangol,AGO,2014-01-01,Large domestic producers,762206.45,753915,8291.45,
Sonangol,AGO,2015-01-01,Large domestic producers,654491.0722,649025,5466.072247,
Sonangol,AGO,2016-01-01,Large domestic producers,630400.2354,623601,6799.235425,
Sonangol,AGO,2017-01-01,Large domestic producers,,,,
Sonatrach,DZA,2011-01-01,Large domestic producers,,,,
Sonatrach,DZA,2012-01-01,Large domestic producers,3.50061814e+06,1.213561483e+06,2.2870566580000003e+06,
Sonatrach,DZA,2013-01-01,Large domestic producers,3.366526143e+06,1.169336664e+06,2.1971894790000003e+06,
Sonatrach,DZA,2014-01-01,Large domestic producers,3.516332384e+06,1.223646575e+06,2.292685808e+06,
Sonatrach,DZA,2015-01-01,Large domestic producers,3.438750569e+06,1.183463336e+06,2.255287233e+06,
Sonatrach,DZA,2016-01-01,Large domestic producers,3.465582343000001e+06,1.211559549e+06,2.254022795e+06,
Sonatrach,DZA,2017-01-01,Large domestic producers,,,,
Staatsolie,SUR,2011-01-01,Small domestic producers,16411,16411,,7.68e+07
Staatsolie,SUR,2012-01-01,Small domestic producers,16274,16274,,7.67e+07
Staatsolie,SUR,2013-01-01,Small domestic producers,16384,16384,,9.25e+07
Staatsolie,SUR,2014-01-01,Small domestic producers,16794,16794,,9.998e+07
Staatsolie,SUR,2015-01-01,Small domestic producers,16956,16956,,8.398e+07
Staatsolie,SUR,2016-01-01,Small domestic producers,16383.56164,16383.56164,,8.42e+07
Staatsolie,SUR,2017-01-01,Small domestic producers,,,,
Sudapet,SDN,2011-01-01,Small domestic producers,,,,
Sudapet,SDN,2012-01-01,Small domestic producers,,,,
Sudapet,SDN,2013-01-01,Small domestic producers,,,,
Sudapet,SDN,2014-01-01,Small domestic producers,,,,
Sudapet,SDN,2015-01-01,Small domestic producers,,,,
Sudapet,SDN,2016-01-01,Small domestic producers,,,,
Sudapet,SDN,2017-01-01,Small domestic producers,,,,
TAQA,ARE,2011-01-01,Internationalized operators,139100,,,5.83e+08
TAQA,ARE,2012-01-01,Internationalized operators,135400,,,6e+08
TAQA,ARE,2013-01-01,Internationalized operators,142300,,,6.124e+08
TAQA,ARE,2014-01-01,Internationalized operators,158900,,,5.223e+08
TAQA,ARE,2015-01-01,Internationalized operators,145300,68300,77000,4.849e+08
TAQA,ARE,2016-01-01,Internationalized operators,137300,,,4.274e+08
TAQA,ARE,2017-01-01,Internationalized operators,126200,,,4.137e+08
Timor GAP,TLS,2011-01-01,Pre-production NOCs,0,0,0,
Timor GAP,TLS,2012-01-01,Pre-production NOCs,0,0,0,
Timor GAP,TLS,2013-01-01,Pre-production NOCs,0,0,0,
Timor GAP,TLS,2014-01-01,Pre-production NOCs,0,0,0,
Timor GAP,TLS,2015-01-01,Pre-production NOCs,0,0,0,
Timor GAP,TLS,2016-01-01,Pre-production NOCs,0,0,0,
Timor GAP,TLS,2017-01-01,Pre-production NOCs,0,0,0,
TPDC,TZA,2011-01-01,Small domestic producers,,0,,
TPDC,TZA,2012-01-01,Small domestic producers,,0,,
TPDC,TZA,2013-01-01,Small domestic producers,,0,,
TPDC,TZA,2014-01-01,Small domestic producers,,0,,
TPDC,TZA,2015-01-01,Small domestic producers,,0,,
TPDC,TZA,2016-01-01,Small domestic producers,,0,,
TPDC,TZA,2017-01-01,Small domestic producers,,0,,
Turkmengaz,TKM,2011-01-01,Large domestic producers,,,,
Turkmengaz,TKM,2012-01-01,Large domestic producers,,,,
Turkmengaz,TKM,2013-01-01,Large domestic producers,,,,
Turkmengaz,TKM,2014-01-01,Large domestic producers,,,,
Turkmengaz,TKM,2015-01-01,Large domestic producers,,,,
Turkmengaz,TKM,2016-01-01,Large domestic producers,,,,
Turkmengaz,TKM,2017-01-01,Large domestic producers,,,,
YOGC,YEM,2011-01-01,Small domestic producers,,,,
YOGC,YEM,2012-01-01,Small domestic producers,,,,
YOGC,YEM,2013-01-01,Small domestic producers,,,,
YOGC,YEM,2014-01-01,Small domestic producers,,,,
YOGC,YEM,2015-01-01,Small domestic producers,,,,
YOGC,YEM,2016-01-01,Small domestic producers,,,,
YOGC,YEM,2017-01-01,Small domestic producers,,,,
YPF,ARG,2011-01-01,Large domestic producers,488100,273000,215100,5.9670587e+08
YPF,ARG,2012-01-01,Large domestic producers,485000,275000,210000,1.00534e+09
YPF,ARG,2013-01-01,Large domestic producers,493400,280500,212900,1.11402e+09
YPF,ARG,2014-01-01,Large domestic producers,560100,293300,266800,1.24704e+09
YPF,ARG,2015-01-01,Large domestic producers,576700,298900,277800,1.26268e+09
YPF,ARG,2016-01-01,Large domestic producers,,,,
YPF,ARG,2017-01-01,Large domestic producers,,,,
YPFB,BOL,2011-01-01,Medium domestic producers,342062,44600,297462,
YPFB,BOL,2012-01-01,Medium domestic producers,388816,51490,337326,
YPFB,BOL,2013-01-01,Medium domestic producers,443802,59220,384582,
YPFB,BOL,2014-01-01,Medium domestic producers,467954,63110,404844,
YPFB,BOL,2015-01-01,Medium domestic producers,470162,61820,408342,
YPFB,BOL,2016-01-01,Medium domestic producers,,,,
YPFB,BOL,2017-01-01,Medium domestic producers,403465.6,54440,349025.6,
